;SMCA;QDMDC;PCPDMC (Low);PCPDMC (Medium);PCPDMC (High);MCPDMC (Low,WAVG);MCPDMC (Medium,WAVG);MCPDMC (High,WAVG);MCPDMC (Low,SWITCH);MCPDMC (Medium,SWITCH);MCPDMC (High,SWITCH);FCN-L-SMCA;FCN-M-SMCA;FCN-S-SMCA;LSTM-L-SMCA;LSTM-M-SMCA;LSTM-S-SMCA;GRU-L-SMCA;GRU-M-SMCA;GRU-S-SMCA;FCN-L-QDMDC;FCN-M-QDMDC;FCN-S-QDMDC;LSTM-L-QDMDC;LSTM-M-QDMDC;LSTM-S-QDMDC;GRU-L-QDMDC;GRU-M-QDMDC;GRU-S-QDMDC;FCN-L-PCPDMC (Low);FCN-M-PCPDMC (Low);FCN-S-PCPDMC (Low);FCN-L-PCPDMC (Medium);FCN-M-PCPDMC (Medium);FCN-S-PCPDMC (Medium);FCN-L-PCPDMC (High);FCN-M-PCPDMC (High);FCN-S-PCPDMC (High);LSTM-L-PCPDMC (Low);LSTM-M-PCPDMC (Low);LSTM-S-PCPDMC (Low);LSTM-L-PCPDMC (Medium);LSTM-M-PCPDMC (Medium);LSTM-S-PCPDMC (Medium);LSTM-L-PCPDMC (High);LSTM-M-PCPDMC (High);LSTM-S-PCPDMC (High);GRU-L-PCPDMC (Low);GRU-M-PCPDMC (Low);GRU-S-PCPDMC (Low);GRU-L-PCPDMC (Medium);GRU-M-PCPDMC (Medium);GRU-S-PCPDMC (Medium);GRU-L-PCPDMC (High);GRU-M-PCPDMC (High);GRU-S-PCPDMC (High)
SMCA;;dm_return(DM=4.312947558216135, p_value=1.6134411111979486e-05);dm_return(DM=-0.35489123592725025, p_value=0.7226722968279018);dm_return(DM=-0.5321121088406694, p_value=0.5946502821557431);dm_return(DM=1.1753261812135702, p_value=0.2398688146088758);dm_return(DM=2.8774850546723383, p_value=0.0040099744323281025);dm_return(DM=4.189467734978046, p_value=2.800007633452978e-05);dm_return(DM=8.621158442252975, p_value=6.783184239549131e-18);dm_return(DM=3.8825961188355023, p_value=0.00010345553153797877);dm_return(DM=4.960223259440929, p_value=7.06003891808093e-07);dm_return(DM=8.964099654606345, p_value=3.2138579704085604e-19);dm_return(DM=5.021897586826014, p_value=5.130688231206153e-07);dm_return(DM=6.062991639882021, p_value=1.3439147950262075e-09);dm_return(DM=4.020605611125457, p_value=5.8118195031994516e-05);dm_return(DM=11.749411005706001, p_value=7.694500777207885e-32);dm_return(DM=10.297185330745343, p_value=7.602300859023731e-25);dm_return(DM=15.744475647877719, p_value=9.645506568687368e-56);dm_return(DM=11.068279606840541, p_value=1.9027409874854917e-28);dm_return(DM=11.735215852469647, p_value=9.097544351697296e-32);dm_return(DM=14.89778479289875, p_value=4.171445175822752e-50);dm_return(DM=10.126311835603902, p_value=4.411497663656421e-24);dm_return(DM=10.408408207278251, p_value=2.3832439291931907e-25);dm_return(DM=12.08479876432793, p_value=1.3879038250822091e-33);dm_return(DM=13.951894956689129, p_value=3.580690940029998e-44);dm_return(DM=15.002110675647337, p_value=8.757953269647754e-51);dm_return(DM=13.468328208861577, p_value=2.7512541487456946e-41);dm_return(DM=14.484533718980092, p_value=1.8186430828422116e-47);dm_return(DM=14.53638193751086, p_value=8.562439195680249e-48);dm_return(DM=16.455967893305075, p_value=1.0266399242516541e-60);dm_return(DM=7.850310505343384, p_value=4.217009235867169e-15);dm_return(DM=7.863382256714241, p_value=3.7996721866933294e-15);dm_return(DM=9.135282067554572, p_value=6.716209023102282e-20);dm_return(DM=8.077420347169666, p_value=6.734590739619996e-16);dm_return(DM=8.184992328522078, p_value=2.7750482760443403e-16);dm_return(DM=9.223274802913949, p_value=2.970013012751178e-20);dm_return(DM=11.018825495682744, p_value=3.2961574102220955e-28);dm_return(DM=11.08294870135331, p_value=1.6158321325479014e-28);dm_return(DM=12.589157633723724, p_value=2.6870836432560134e-36);dm_return(DM=11.17650998620844, p_value=5.668741008625529e-29);dm_return(DM=11.214647056250882, p_value=3.6896279697155223e-29);dm_return(DM=13.173469494082092, p_value=1.412196877115975e-39);dm_return(DM=10.583190682414111, p_value=3.756649116795436e-26);dm_return(DM=10.844584852267497, p_value=2.2408624753710393e-27);dm_return(DM=13.842525512137406, p_value=1.641953870486914e-43);dm_return(DM=13.335873721126589, p_value=1.6310020197545653e-40);dm_return(DM=14.823509976428634, p_value=1.2591263120600204e-49);dm_return(DM=17.58330756824221, p_value=4.891965481926216e-69);dm_return(DM=11.505315825546273, p_value=1.3336410725123687e-30);dm_return(DM=12.055076366965443, p_value=1.9899597248926828e-33);dm_return(DM=12.356168428769594, p_value=4.967425310589006e-35);dm_return(DM=11.144157736255833, p_value=8.15102842473205e-29);dm_return(DM=11.725550377957441, p_value=1.0195439907042264e-31);dm_return(DM=13.017946047610009, p_value=1.0890110458208773e-38);dm_return(DM=13.699305760887508, p_value=1.184996572131899e-42);dm_return(DM=14.522101583562238, p_value=1.0539449099077803e-47);dm_return(DM=16.84927008643917, p_value=1.4780528324706667e-63)
QDMDC;dm_return(DM=4.312947558216135, p_value=1.6134411111979486e-05);;dm_return(DM=-4.285136381235714, p_value=1.8290559520307327e-05);dm_return(DM=-4.28003657200907, p_value=1.8714624662796862e-05);dm_return(DM=-2.2462110636618906, p_value=0.024694042000822928);dm_return(DM=-1.2251289668011454, p_value=0.22053134592743046);dm_return(DM=-0.11508190394021321, p_value=0.9083805805620238);dm_return(DM=5.021180271415489, p_value=5.149880821001215e-07);dm_return(DM=-0.30401584991540503, p_value=0.7611168490314648);dm_return(DM=0.6451055426217714, p_value=0.5188612095749632);dm_return(DM=5.2834127738113645, p_value=1.2723181595184113e-07);dm_return(DM=1.948737072308997, p_value=0.05133139356668261);dm_return(DM=2.9991356568099943, p_value=0.002708555148402955);dm_return(DM=0.6732854836850369, p_value=0.5007682275518333);dm_return(DM=9.061770182193422, p_value=1.3201821580153775e-19);dm_return(DM=7.493185343288078, p_value=6.812325531047108e-14);dm_return(DM=13.26029214316964, p_value=4.468240255979333e-40);dm_return(DM=8.43988192934164, p_value=3.244907242461934e-17);dm_return(DM=9.08748244630188, p_value=1.0428833263121923e-19);dm_return(DM=12.392867562975017, p_value=3.148668918259755e-35);dm_return(DM=7.776733703171578, p_value=7.55771450695828e-15);dm_return(DM=8.00028247954198, p_value=1.2629209375883373e-15);dm_return(DM=9.847051001624974, p_value=7.340202819255592e-23);dm_return(DM=12.027691234251773, p_value=2.7713338222516004e-33);dm_return(DM=12.836916853422354, p_value=1.1392376348964312e-37);dm_return(DM=12.898558142595526, p_value=5.140644996413359e-38);dm_return(DM=12.43328278203286, p_value=1.9028548838543226e-35);dm_return(DM=12.51453895771098, p_value=6.879260533899654e-36);dm_return(DM=14.919368099317296, p_value=3.0229113108052033e-50);dm_return(DM=5.065846290328063, p_value=4.0776865271504974e-07);dm_return(DM=4.995939775630368, p_value=5.871080467749319e-07);dm_return(DM=6.191658509918003, p_value=5.991118129947899e-10);dm_return(DM=5.307039891240645, p_value=1.1180653134918685e-07);dm_return(DM=5.4526626924176185, p_value=4.9812444390127605e-08);dm_return(DM=6.342293232716136, p_value=2.2794390381862901e-10);dm_return(DM=8.377109884027474, p_value=5.537568601933129e-17);dm_return(DM=8.516938216467823, p_value=1.674805587220842e-17);dm_return(DM=10.15501868976273, p_value=3.2897849721127816e-24);dm_return(DM=8.197086954903382, p_value=2.5099808546312765e-16);dm_return(DM=8.551576655513777, p_value=1.2417051311481566e-17);dm_return(DM=10.373106956721372, p_value=3.448553132476013e-25);dm_return(DM=7.545527774290697, p_value=4.5666850237085735e-14);dm_return(DM=9.874238167459552, p_value=5.601362110792014e-23);dm_return(DM=11.263960745281151, p_value=2.1129891443022455e-29);dm_return(DM=10.808983878298337, p_value=3.3028853457871906e-27);dm_return(DM=12.196580919209211, p_value=3.551827859461588e-34);dm_return(DM=15.295154003925816, p_value=1.0312919777846872e-52);dm_return(DM=8.62315469921689, p_value=6.666067320923807e-18);dm_return(DM=9.307667233484548, p_value=1.3482815509353093e-20);dm_return(DM=9.711005054068865, p_value=2.8086876241925907e-22);dm_return(DM=8.306152495756958, p_value=1.008503014106329e-16);dm_return(DM=8.677043540543696, p_value=4.1594770762532955e-18);dm_return(DM=10.184723799998547, p_value=2.4263122072627245e-24);dm_return(DM=11.05261598650631, p_value=2.2650294198188356e-28);dm_return(DM=12.014029032806146, p_value=3.2683722805674436e-33);dm_return(DM=14.575210948507587, p_value=4.862308224428342e-48)
PCPDMC (Low);dm_return(DM=-0.35489123592725025, p_value=0.7226722968279018);dm_return(DM=-4.285136381235714, p_value=1.8290559520307327e-05);;dm_return(DM=-0.4721793504790722, p_value=0.6368004604986524);dm_return(DM=1.6645050931210175, p_value=0.09601665124947141);dm_return(DM=5.164684809244986, p_value=2.4159681299009133e-07);dm_return(DM=6.313800801371955, p_value=2.7412433068082944e-10);dm_return(DM=8.805420933836961, p_value=1.3368347200047707e-18);dm_return(DM=7.093250622222141, p_value=1.324122310660785e-12);dm_return(DM=7.403165770293521, p_value=1.3467542109034552e-13);dm_return(DM=9.214284236173949, p_value=3.2293655172757746e-20);dm_return(DM=5.485858934740711, p_value=4.130893389520149e-08);dm_return(DM=6.420563416467044, p_value=1.3676144218121464e-10);dm_return(DM=4.19464318993417, p_value=2.7368566412324188e-05);dm_return(DM=11.961038178070105, p_value=6.186595416073153e-33);dm_return(DM=10.539245432086432, p_value=5.994729753889308e-26);dm_return(DM=15.76470721393753, p_value=7.013032829605456e-56);dm_return(DM=11.581687851762915, p_value=5.497569276126272e-31);dm_return(DM=12.050349301464351, p_value=2.1071567932912337e-33);dm_return(DM=15.292442436749736, p_value=1.0749776108878795e-52);dm_return(DM=9.987729789389407, p_value=1.797775540368396e-23);dm_return(DM=10.193253987557817, p_value=2.2228391126921284e-24);dm_return(DM=11.79386934493568, p_value=4.54771358324719e-32);dm_return(DM=14.166793702218532, p_value=1.7357573151765136e-45);dm_return(DM=15.161884446700432, p_value=7.856146688421252e-52);dm_return(DM=13.54683386378226, p_value=9.503295078218441e-42);dm_return(DM=14.66874025401625, p_value=1.2366096519221732e-48);dm_return(DM=14.68079073998246, p_value=1.0359764570291791e-48);dm_return(DM=16.42818568913471, p_value=1.6205250746526375e-60);dm_return(DM=9.028255659953238, p_value=1.7934109127333775e-19);dm_return(DM=9.07225890090468, p_value=1.1992150406238128e-19);dm_return(DM=10.404692636565482, p_value=2.477898092957635e-25);dm_return(DM=9.230883468139295, p_value=2.7666935326838114e-20);dm_return(DM=9.446237823642054, p_value=3.630866281929983e-21);dm_return(DM=10.42786809841099, p_value=1.943040172399629e-25);dm_return(DM=11.79581160412863, p_value=4.444226715469593e-32);dm_return(DM=12.087146336336406, p_value=1.3489118168604326e-33);dm_return(DM=13.323106697697678, p_value=1.9344529647588167e-40);dm_return(DM=12.561130719724959, p_value=3.827403547389866e-36);dm_return(DM=12.949273318527242, p_value=2.6635380786519755e-38);dm_return(DM=15.225396577650603, p_value=2.9916095764986935e-52);dm_return(DM=11.890410347821094, p_value=1.441903119397107e-32);dm_return(DM=11.16596901538255, p_value=6.381545636342017e-29);dm_return(DM=15.606560082956845, p_value=8.380064249582569e-55);dm_return(DM=14.008317056436494, p_value=1.624655990154123e-44);dm_return(DM=15.792779089528242, p_value=4.503556356686454e-56);dm_return(DM=18.54537807801366, p_value=1.4420352501458705e-76);dm_return(DM=13.035046851252854, p_value=8.70948902763268e-39);dm_return(DM=14.287051221610932, p_value=3.1281089952591485e-46);dm_return(DM=14.95219922183649, p_value=1.8505282551042854e-50);dm_return(DM=12.437301378280882, p_value=1.8097532583730113e-35);dm_return(DM=13.550347045942084, p_value=9.060519261256493e-42);dm_return(DM=15.774232612581834, p_value=6.0349681554717355e-56);dm_return(DM=14.638600869214107, p_value=1.92420592702253e-48);dm_return(DM=15.431969281340848, p_value=1.2594853810602272e-53);dm_return(DM=18.172933986237332, p_value=1.3213779415411772e-73)
PCPDMC (Medium);dm_return(DM=-0.5321121088406694, p_value=0.5946502821557431);dm_return(DM=-4.28003657200907, p_value=1.8714624662796862e-05);dm_return(DM=-0.4721793504790722, p_value=0.6368004604986524);;dm_return(DM=1.8929708214254222, p_value=0.05836646155821004);dm_return(DM=4.474910655355547, p_value=7.658081381455974e-06);dm_return(DM=6.088910213469771, p_value=1.1435567795169107e-09);dm_return(DM=8.549282214015022, p_value=1.2666070868931124e-17);dm_return(DM=6.000190854936908, p_value=1.98188797618207e-09);dm_return(DM=7.163542115355004, p_value=7.950118190745032e-13);dm_return(DM=8.956348748998417, p_value=3.447586975658128e-19);dm_return(DM=5.439094775555618, p_value=5.3756436329346396e-08);dm_return(DM=6.325112621541665, p_value=2.5478882957836864e-10);dm_return(DM=4.229998388281295, p_value=2.3403217251600864e-05);dm_return(DM=11.884075558718521, p_value=1.5552215606798685e-32);dm_return(DM=10.48136927014077, p_value=1.1061632862860282e-25);dm_return(DM=15.635070722065054, p_value=5.3680291768270964e-55);dm_return(DM=11.479020104741137, p_value=1.8070704940854217e-30);dm_return(DM=11.907288408876736, p_value=1.178452189767721e-32);dm_return(DM=15.174531435896547, p_value=6.484136820949919e-52);dm_return(DM=9.88161586719907, p_value=5.2044720280425555e-23);dm_return(DM=10.062843199989127, p_value=8.414849390210361e-24);dm_return(DM=11.642228801460698, p_value=2.7121028993464444e-31);dm_return(DM=13.89675519423501, p_value=7.727795271869176e-44);dm_return(DM=14.861276646100901, p_value=7.184689794385133e-50);dm_return(DM=13.573955104347588, p_value=6.573144280219588e-42);dm_return(DM=14.391627472124851, p_value=6.96766015222767e-47);dm_return(DM=14.403000016602084, p_value=5.91397415529275e-47);dm_return(DM=16.27192902071636, p_value=2.0819584259159515e-59);dm_return(DM=8.975507100105753, p_value=2.8980657755109154e-19);dm_return(DM=8.993741099143396, p_value=2.455804138311417e-19);dm_return(DM=10.243640377615002, p_value=1.3230754138369207e-24);dm_return(DM=9.390655953052825, p_value=6.159376209601681e-21);dm_return(DM=9.63569884094066, p_value=5.857272695420951e-22);dm_return(DM=10.664104556034433, p_value=1.5809651878128706e-26);dm_return(DM=11.818224467371268, p_value=3.406585066078868e-32);dm_return(DM=12.122863219151457, p_value=8.737796030341978e-34);dm_return(DM=13.378115420511605, p_value=9.263464062372916e-41);dm_return(DM=12.619403710120155, p_value=1.8328075014751283e-36);dm_return(DM=13.026222748856913, p_value=9.774200633615708e-39);dm_return(DM=15.165098850134148, p_value=7.482205835717987e-52);dm_return(DM=12.314483970088807, p_value=8.324027184743014e-35);dm_return(DM=11.277716086133585, p_value=1.8079452439956159e-29);dm_return(DM=16.010890706337747, p_value=1.4046538737015104e-57);dm_return(DM=14.032564273421533, p_value=1.1557167546398979e-44);dm_return(DM=15.852979144228726, p_value=1.7375033686479956e-56);dm_return(DM=18.63228311532075, p_value=2.879514778119382e-77);dm_return(DM=13.137108182535071, p_value=2.281577193535348e-39);dm_return(DM=14.335841084854223, p_value=1.554475244595123e-46);dm_return(DM=14.917499442694316, p_value=3.1084385886524394e-50);dm_return(DM=12.698945322050124, p_value=6.6721412437326695e-37);dm_return(DM=13.91192849634628, p_value=6.255343854075355e-44);dm_return(DM=16.07082678905479, p_value=5.372434595859243e-58);dm_return(DM=14.67815518285651, p_value=1.0768871354048995e-48);dm_return(DM=15.506522410557771, p_value=3.973854514686437e-54);dm_return(DM=18.244825158986323, p_value=3.5799549048204316e-74)
PCPDMC (High);dm_return(DM=1.1753261812135702, p_value=0.2398688146088758);dm_return(DM=-2.2462110636618906, p_value=0.024694042000822928);dm_return(DM=1.6645050931210175, p_value=0.09601665124947141);dm_return(DM=1.8929708214254222, p_value=0.05836646155821004);;dm_return(DM=1.2305738686428667, p_value=0.2184870113697021);dm_return(DM=2.162679375388562, p_value=0.030569707285477594);dm_return(DM=7.227576629100918, p_value=4.974052331511081e-13);dm_return(DM=2.0789219450557272, p_value=0.037628678463306496);dm_return(DM=2.8422350801004885, p_value=0.004481325282235498);dm_return(DM=7.41969609090327, p_value=1.1890327751349588e-13);dm_return(DM=3.513395487082726, p_value=0.00044273729579953034);dm_return(DM=4.379762330796035, p_value=1.1900572581456349e-05);dm_return(DM=2.39959964475101, p_value=0.01641598081614167);dm_return(DM=9.780308468461188, p_value=1.4210533647093196e-22);dm_return(DM=8.315245942321956, p_value=9.341819808309003e-17);dm_return(DM=13.514859099059924, p_value=1.4662969267726126e-41);dm_return(DM=9.19761891172482, p_value=3.7707018544789155e-20);dm_return(DM=9.764543201790852, p_value=1.6599740098197253e-22);dm_return(DM=12.701609608765601, p_value=6.449391972250604e-37);dm_return(DM=8.131721997845261, p_value=4.3108458653476124e-16);dm_return(DM=8.345893005892119, p_value=7.213159327846015e-17);dm_return(DM=9.882128541101867, p_value=5.177950726098336e-23);dm_return(DM=11.686396744998081, p_value=1.6159992245071386e-31);dm_return(DM=12.637312902243913, p_value=1.460641307716416e-36);dm_return(DM=13.100624614340429, p_value=3.68728395210558e-39);dm_return(DM=12.215694100369332, p_value=2.810012361250223e-34);dm_return(DM=12.187169877164864, p_value=3.98557945417755e-34);dm_return(DM=14.096567673413322, p_value=4.690474315028595e-45);dm_return(DM=6.606562031471118, p_value=3.9655770034087644e-11);dm_return(DM=6.607123372851558, p_value=3.9505860026055455e-11);dm_return(DM=7.591031182808459, p_value=3.218494825460346e-14);dm_return(DM=7.0776952869572, p_value=1.4814038587410834e-12);dm_return(DM=7.213764281629833, p_value=5.505394830130863e-13);dm_return(DM=8.027229639864796, p_value=1.0145486630348879e-15);dm_return(DM=11.698663250818532, p_value=1.3990796360575447e-31);dm_return(DM=12.110901054141177, p_value=1.0106989716310893e-33);dm_return(DM=13.288625471305929, p_value=3.0644242691403207e-40);dm_return(DM=9.858741553787215, p_value=6.535191642334391e-23);dm_return(DM=10.262641846343472, p_value=1.0872501746442519e-24);dm_return(DM=11.948329674410376, p_value=7.206644533054835e-33);dm_return(DM=9.2956898960646, p_value=1.5088392369799432e-20);dm_return(DM=10.415696647708161, p_value=2.2078576628194037e-25);dm_return(DM=12.999530994038594, p_value=1.3848082901946309e-38);dm_return(DM=14.305809087441599, p_value=2.391343291909612e-46);dm_return(DM=16.579117582034023, p_value=1.345010247263576e-61);dm_return(DM=19.303058683206757, p_value=8.93044243250392e-83);dm_return(DM=10.15719258669457, p_value=3.2173926175434757e-24);dm_return(DM=11.139730824120576, p_value=8.565641793101112e-29);dm_return(DM=11.749837613659977, p_value=7.655841600093922e-32);dm_return(DM=10.002612548366928, p_value=1.547403791871274e-23);dm_return(DM=10.72915887223991, p_value=7.846661220912616e-27);dm_return(DM=12.476814532976313, p_value=1.1041689491369121e-35);dm_return(DM=14.43304942664294, p_value=3.832331954162453e-47);dm_return(DM=15.78919290073619, p_value=4.765924478230426e-56);dm_return(DM=18.744384832936237, p_value=3.5650041157033536e-78)
MCPDMC (Low,WAVG);dm_return(DM=2.8774850546723383, p_value=0.0040099744323281025);dm_return(DM=-1.2251289668011454, p_value=0.22053134592743046);dm_return(DM=5.164684809244986, p_value=2.4159681299009133e-07);dm_return(DM=4.474910655355547, p_value=7.658081381455974e-06);dm_return(DM=1.2305738686428667, p_value=0.2184870113697021);;dm_return(DM=2.7186881223237895, p_value=0.006555983161600278);dm_return(DM=6.57334263695075, p_value=4.95917103713953e-11);dm_return(DM=2.8329119417616817, p_value=0.004614115679134646);dm_return(DM=3.4405518079792707, p_value=0.0005809162715620182);dm_return(DM=6.726534488714556, p_value=1.7527345645195745e-11);dm_return(DM=3.0867753109783953, p_value=0.0020243081164560413);dm_return(DM=4.081091668294115, p_value=4.4881445409223575e-05);dm_return(DM=1.7016923875082943, p_value=0.08881812540973118);dm_return(DM=10.244978419141475, p_value=1.304926893228155e-24);dm_return(DM=8.69244425477138, p_value=3.633061666626595e-18);dm_return(DM=13.94751725716261, p_value=3.806612179385159e-44);dm_return(DM=9.716648059529922, p_value=2.657585987341917e-22);dm_return(DM=10.122418364668013, p_value=4.5902938135854294e-24);dm_return(DM=13.214690655037147, p_value=8.185120776686145e-40);dm_return(DM=8.38860568710122, p_value=5.02268705232371e-17);dm_return(DM=8.528475139452516, p_value=1.516144606020795e-17);dm_return(DM=10.131455849623064, p_value=4.185812056082613e-24);dm_return(DM=12.470561758573886, p_value=1.1940897462256317e-35);dm_return(DM=13.441282634724264, p_value=3.962438215463538e-41);dm_return(DM=13.154387214740634, p_value=1.8167779288347147e-39);dm_return(DM=13.06565404634715, p_value=5.8344179799512894e-39);dm_return(DM=12.868454878241305, p_value=7.585726990846548e-38);dm_return(DM=14.87616427359555, p_value=5.756905062708127e-50);dm_return(DM=6.16871375589443, p_value=6.927714034676052e-10);dm_return(DM=6.125068793034575, p_value=9.1194300511599e-10);dm_return(DM=7.242609514360881, p_value=4.45292048228782e-13);dm_return(DM=6.445492224184816, p_value=1.1607936820781191e-10);dm_return(DM=6.672330687064625, p_value=2.539087922295234e-11);dm_return(DM=7.4166742447287275, p_value=1.2164418038004098e-13);dm_return(DM=9.325651392623499, p_value=1.1384074410641142e-20);dm_return(DM=9.419487214113833, p_value=4.684275419706777e-21);dm_return(DM=10.858897178498282, p_value=1.916595563675683e-27);dm_return(DM=9.62314735330387, p_value=6.616983941266388e-22);dm_return(DM=9.953643440857755, p_value=2.5325101936486096e-23);dm_return(DM=11.915850162798963, p_value=1.0636925854045632e-32);dm_return(DM=8.945277204142082, p_value=3.8108435972701126e-19);dm_return(DM=10.340365740024492, p_value=4.85278768053182e-25);dm_return(DM=12.411777803216713, p_value=2.4881387623683274e-35);dm_return(DM=11.61306277892369, p_value=3.8136099509247647e-31);dm_return(DM=13.15453582552439, p_value=1.8132195817429158e-39);dm_return(DM=15.84227643515592, p_value=2.058620665528142e-56);dm_return(DM=9.970745657412314, p_value=2.1327882165659216e-23);dm_return(DM=10.941952967911755, p_value=7.706500479274732e-28);dm_return(DM=11.49248849738718, p_value=1.5468057964608731e-30);dm_return(DM=9.671129610002609, p_value=4.1478334624229253e-22);dm_return(DM=10.376000990242503, p_value=3.345812742726438e-25);dm_return(DM=12.049944469889136, p_value=2.117506788470941e-33);dm_return(DM=12.042568710982245, p_value=2.3151679207479637e-33);dm_return(DM=12.855666737836014, p_value=8.946719677881032e-38);dm_return(DM=15.377209575741212, p_value=2.9285538639826686e-53)
MCPDMC (Medium,WAVG);dm_return(DM=4.189467734978046, p_value=2.800007633452978e-05);dm_return(DM=-0.11508190394021321, p_value=0.9083805805620238);dm_return(DM=6.313800801371955, p_value=2.7412433068082944e-10);dm_return(DM=6.088910213469771, p_value=1.1435567795169107e-09);dm_return(DM=2.162679375388562, p_value=0.030569707285477594);dm_return(DM=2.7186881223237895, p_value=0.006555983161600278);;dm_return(DM=5.808370242244858, p_value=6.339491060426812e-09);dm_return(DM=-0.40452624655362207, p_value=0.6858271944586243);dm_return(DM=2.123316267722809, p_value=0.033731357926586186);dm_return(DM=6.028983900648971, p_value=1.6593460203983943e-09);dm_return(DM=2.100572276929045, p_value=0.03568260873799727);dm_return(DM=3.0397321314956787, p_value=0.002368885806295402);dm_return(DM=0.7503844626590522, p_value=0.4530260696471192);dm_return(DM=9.351828276549796, p_value=8.893901697253886e-21);dm_return(DM=7.809358272300276, p_value=5.8387778267005255e-15);dm_return(DM=12.980294361958558, p_value=1.7792943405661227e-38);dm_return(DM=8.765298304921583, p_value=1.9094256605901558e-18);dm_return(DM=9.211231641522417, p_value=3.322418788257126e-20);dm_return(DM=12.288817148022268, p_value=1.1429143457383156e-34);dm_return(DM=7.485256198434225, p_value=7.236121210566886e-14);dm_return(DM=7.624223697318069, p_value=2.490332511181777e-14);dm_return(DM=9.256690952192871, p_value=2.1742860640450965e-20);dm_return(DM=11.422390138151055, p_value=3.468202904477438e-30);dm_return(DM=12.280879292272031, p_value=1.2604808577605153e-34);dm_return(DM=12.944649568644936, p_value=2.8283893619364e-38);dm_return(DM=11.970703919957755, p_value=5.507995553207956e-33);dm_return(DM=11.706096970989767, p_value=1.2819619652480618e-31);dm_return(DM=13.97021478909409, p_value=2.7712773256158676e-44);dm_return(DM=5.450396519719956, p_value=5.0451086438276625e-08);dm_return(DM=5.424839353301867, p_value=5.8225922785041746e-08);dm_return(DM=6.54312900618064, p_value=6.071820691628218e-11);dm_return(DM=5.716956405177049, p_value=1.0895154780269227e-08);dm_return(DM=5.949370414086021, p_value=2.7063315870582314e-09);dm_return(DM=6.890390506290242, p_value=5.617523331935328e-12);dm_return(DM=8.351253827110568, p_value=6.89349737779712e-17);dm_return(DM=8.436348943862205, p_value=3.344345707084685e-17);dm_return(DM=10.240552706273467, p_value=1.3659149312466e-24);dm_return(DM=8.888193048815166, p_value=6.375334675570361e-19);dm_return(DM=9.196420461963504, p_value=3.812920103952105e-20);dm_return(DM=11.256436036277071, p_value=2.3009335621299684e-29);dm_return(DM=8.284393117905474, p_value=1.210838796003168e-16);dm_return(DM=10.097030876759103, p_value=5.945513551174696e-24);dm_return(DM=12.155897718976362, p_value=5.841125804081321e-34);dm_return(DM=10.711634775605697, p_value=9.48020274809781e-27);dm_return(DM=12.197178629125444, p_value=3.5259206776614827e-34);dm_return(DM=15.51938227041815, p_value=3.2550389411292995e-54);dm_return(DM=9.209741658539444, p_value=3.3687962589344266e-20);dm_return(DM=10.252548593010909, p_value=1.2067985605622484e-24);dm_return(DM=10.829653704795051, p_value=2.637190829423181e-27);dm_return(DM=9.043929127303452, p_value=1.5542435099613887e-19);dm_return(DM=9.777479150097836, p_value=1.4612700873691922e-22);dm_return(DM=11.515361673635113, p_value=1.1872898111181239e-30);dm_return(DM=11.146959520547135, p_value=7.898974244011698e-29);dm_return(DM=12.010899419995534, p_value=3.394153787570737e-33);dm_return(DM=14.678694193998318, p_value=1.0683915025613683e-48)
